Vessel_33 416000 -1.0 Dorcas_Ann 4dd249 f
Vessel_34 396130 -1.0 Debbie_Sue 3d7ade m
Vessel_35 418050 -1.0 Charger 6c7517 m
Vessel_36 587390 -1.0 Michelle_Jean_II 4dd290 m
Vessel_37 481990 -1.0 Virginia_Marie 4dc482 f
Vessel_38 788970 -1.0 Adie_Alden 4db705 f
Vessel_39 889120 -1.0 Devocean 4dd225 f
Vessel_40 783470 -1.0 Tina_Marie_II 4dbfd1 f
Vessel_41 487220 -1.0 Terri_Ann 4dc02f f
Vessel_42 586530 -1.0 Nathaniel_Lee 6c7510 f
Vessel_42 586530 -1.0 Nathaniel_Lee 4dd249 f
Vessel_43 485560 -1.0 Lery_Charles 4dd27a m
Vessel_44 399040 -1.0 Brooke_C 6c750c f
Vessel_45 445010 -1.0 Rolex 6c7614 m
Vessel_46 618880 -1.0 Christy 618880 m 
